id,paper,q,marks,section,type_auto,topics_auto,cmd,has_figure,needs,text_preview,correction
9990-2026s-21-q9b_i,P2,q9b_i,2,B,,concept.sampling,explain,,topic_lowconf,Explain one ethical problem that could arise in the study yo,
9990-2026s-21-q9b_ii,P2,q9b_ii,,B,,concept.ethics,explain,,marks_missing;topic_lowconf,Explain how the ethical problem you described in 9(b),
9990-2026s-21-q9b_i,P2,q9b_i,2,B,,concept.sampling,,,topic_lowconf,could be reduced.    Do not refer to sampling in your answer,
9990-2026s-22-q1a,P2,q1a,2,A,,,suggest,,topic_empty,Suggest two ways to measure attention.  ....................,
9990-2026s-22-q1b,P2,q1b,,A,,concept.sampling,,,marks_missing;topic_lowconf,Peter and Cicely used different sampling techniques. Peter r,
9990-2026s-22-q1b_i,P2,q1b_i,1,A,,concept.sampling,define,,topic_lowconf,Define ‘sampling technique’.  ..............................,
9990-2026s-22-q1b_ii,P2,q1b_ii,1,A,,concept.sampling,define,,topic_lowconf,Name the sampling technique Peter used.  ...................,
9990-2026s-22-q1b_iii,P2,q1b_iii,1,A,,concept.sampling,define,,topic_lowconf,Name the sampling technique Cicely used.  ..................,
9990-2026s-22-q2a,P2,q2a,2,A,,concept.variables,explain,,topic_lowconf,Explain how one independent variable (IV) was operationalise,
9990-2026s-22-q2b,P2,q2b,2,A,,concept.variables,explain,Y,topic_lowconf;figure,Explain how one dependent variable (DV) was operationalised.,
9990-2026s-22-q2a,P2,q2a,1,A,,concept.data_analysis,define,Y,topic_lowconf;figure,Name the type of graph shown in Figure 3.1.  ...............,
9990-2026s-22-q2b,P2,q2b,1,A,,concept.data_analysis,define,Y,topic_lowconf;figure,Name the type of graph shown in Figure 3.2.  ...............,
9990-2026s-22-q2c,P2,q2c,4,A,,concept.data_analysis,,Y,topic_lowconf;figure,Draw a table using the data in Figure 3.2. You must label th,
9990-2026s-22-q4a,P2,q4a,1,A,,,define,,topic_empty,Define ‘subjectivity’.  ....................................,
9990-2026s-22-q4b,P2,q4b,1,A,,,suggest,,topic_empty,Suggest how subjectivity could have occurred in the study by,
9990-2026s-22-q5,P2,q5,6,A,,concept.ethics,,,topic_lowconf,5 Describe the following ethical guidelines in relation to h,
9990-2026s-22-q6a,P2,q6a,,A,,,,,topic_empty;marks_missing,The behavioural categories in Dhivya’s checklist will includ,
9990-2026s-22-q6a_i,P2,q6a_i,2,A,,,,,topic_empty,Operationalise any two of Dhivya’s three behavioural categor,
9990-2026s-22-q6a_ii,P2,q6a_ii,1,A,,,suggest,,topic_empty,Suggest one other category that Dhivya could include about t,
9990-2026s-22-q6b,P2,q6b,4,A,,concept.ethics,explain,,topic_lowconf,Explain how two ethical guidelines relating to the use of an,
9990-2026s-22-q7a,P2,q7a,,A,,method.case_study,,,marks_missing;topic_lowconf,Some case studies use triangulation.,
9990-2026s-22-q7a_i,P2,q7a_i,2,A,,method.case_study;concept.data_analysis,explain,,topic_lowconf,"Explain what is meant by triangulation, using Gill’s study a",
9990-2026s-22-q7a_ii,P2,q7a_ii,2,A,,method.case_study;concept.evaluating,explain,,topic_lowconf,Explain one strength of using triangulation in a case study.,
9990-2026s-22-q7b,P2,q7b,2,A,,method.case_study;concept.evaluating,explain,,topic_lowconf,"Explain one strength of the case study research method, othe",
9990-2026s-22-q7c,P2,q7c,4,A,,method.case_study;concept.evaluating,explain,,topic_lowconf,"Explain two weaknesses of the case study research method, us",
9990-2026s-22-q8a,P2,q8a,2,A,,,suggest,,topic_empty,Suggest one way that sleep quality could be measured in the ,
9990-2026s-22-q8b,P2,q8b,2,A,,,suggest,,topic_empty,Suggest one practical advantage of measuring sleep quality i,
9990-2026s-22-q8c,P2,q8c,2,A,,,suggest,,topic_empty,Suggest one practical disadvantage of measuring sleep qualit,
9990-2026s-22-q9a,P2,q9a,10,B,,method.longitudinal;concept.sampling;concept.ethics,describe,,topic_lowconf,Describe how Sydney could conduct a longitudinal study to in,
9990-2026s-22-q9b_i,P2,q9b_i,2,B,,method.longitudinal;concept.sampling;concept.evaluating,explain,,topic_lowconf,Explain one strength of the measure(s) you described in 9(a),
9990-2026s-22-q9b_ii,P2,q9b_ii,2,B,,method.longitudinal;concept.sampling;concept.evaluating,explain,,topic_lowconf,Explain one weakness of the measure(s) you described in 9(a),
9990-2026s-23-q1a,P2,q1a,1,A,,concept.variables,define,,topic_lowconf,Define ‘participant variable’.  ............................,
9990-2026s-23-q1b,P2,q1b,2,A,,concept.variables,,,topic_lowconf,"In the study by Bandura et al., participants were matched fo",
9990-2026s-23-q2,P2,q2,1,A,,concept.controls,,,topic_lowconf,2 Outline one way that the procedure was standardised in the,
9990-2026s-23-q3a_i,P2,q3a_i,2,A,,method.experiment,define,,topic_lowconf,Identify the experimental design used in this study. Justify,
9990-2026s-23-q3a_ii,P2,q3a_ii,4,A,,method.experiment;concept.evaluating,explain,,topic_lowconf,Explain one strength and one weakness of the experimental de,
9990-2026s-23-q3b,P2,q3b,2,A,,concept.sampling,define,,topic_lowconf,Identify the sampling technique used in this study. Justify ,
9990-2026s-23-q4,P2,q4,2,A,,concept.data_analysis,,,topic_lowconf,"4 Explain what is meant by ‘subjectivity’, using the study b",
9990-2026s-23-q5,P2,q5,6,A,,,,,topic_empty,"5 Describe counterbalancing and random allocation, using any",
9990-2026s-23-q6a,P2,q6a,,A,,method.experiment;concept.aims_hypotheses,,,marks_missing;topic_lowconf,"Callum’s hypothesis predicted that, ‘People who exercise dai",
9990-2026s-23-q6a_i,P2,q6a_i,1,A,,method.experiment;concept.aims_hypotheses,explain,,topic_lowconf,Explain whether Callum’s hypothesis was directional (one‑tai,
9990-2026s-23-q6a_ii,P2,q6a_ii,1,A,,method.experiment;concept.data_analysis,,Y,topic_lowconf;figure,Callum’s results are shown in Table 6.1. mean number of drea,
9990-2026s-23-q6a_iii,P2,q6a_iii,2,A,,method.experiment;concept.data_analysis,explain,,topic_lowconf,Explain what the standard deviation shows about the particip,
9990-2026s-23-q6a_iv,P2,q6a_iv,4,A,,method.experiment;concept.data_analysis,,Y,topic_lowconf;figure,Draw a bar chart of Callum’s results about the mean number o,
9990-2026s-23-q6b,P2,q6b,4,A,,method.experiment;concept.variables;concept.controls,suggest,,topic_lowconf,Suggest how Callum could have controlled two of the followin,
9990-2026s-23-q7a_i,P2,q7a_i,2,A,,method.observation,suggest,,topic_lowconf,Suggest how Kirra could operationalise two of these behaviou,
9990-2026s-23-q7a_ii,P2,q7a_ii,,A,,method.observation,,,marks_missing;topic_lowconf,For each of your suggestions for the operationalisation of c,
9990-2026s-23-q7a_i,P2,q7a_i,2,A,,method.observation,,,topic_lowconf,:    Explain why Kirra could incorrectly categorise the beha,
9990-2026s-23-q7b,P2,q7b,4,A,,method.observation;concept.controls,,,topic_lowconf,"Kirra wants to repeat her study as a controlled, non‑partici",
9990-2026s-23-q8a,P2,q8a,2,A,,method.self_report,suggest,,topic_lowconf,Suggest two different question formats that Wesley could use,
9990-2026s-23-q8b,P2,q8b,2,A,,method.self_report,,,topic_lowconf,Wesley needs two questions to find out whether the mindfulne,
9990-2026s-23-q8c,P2,q8c,2,A,,method.self_report,suggest,,topic_lowconf,Suggest one advantage of using one of the questions that you,
9990-2026s-23-q9a,P2,q9a,10,B,,method.correlation;concept.sampling;concept.ethics,describe,,topic_lowconf,Describe how Lorna can conduct a correlational study to inve,
9990-2026s-23-q9b_i,P2,q9b_i,2,B,,concept.sampling,explain,,topic_lowconf,Explain one strength of your measure of musical knowledge.  ,
9990-2026s-23-q9b_ii,P2,q9b_ii,2,B,,concept.sampling,explain,,topic_lowconf,Explain one problem with the validity of your measure of mus,
9990-2024w-11-q1b,P1,q1b,2,A,,study.hassett,define,,p1_type_empty,Identify two toys that were categorised as ‘wheeled’ in this,
9990-2024w-11-q1c,P1,q1c,2,A,,study.hassett,outline,,p1_type_empty,Outline one conclusion from this study.  ...................,
9990-2024w-11-q2a,P1,q2a,2,A,,study.saavedra_silverman,outline,,p1_type_empty,Outline the change in ratings of distress when the boy had t,
9990-2024w-11-q3b,P1,q3b,2,A,,study.pozzulo,explain,,p1_type_empty,Explain why this study is from the cognitive approach in psy,
9990-2024w-11-q4,P1,q4,5,A,,study.milgram,,,p1_type_empty,"4 In the study by Milgram (obedience), there was a ‘learning",
9990-2024w-11-q5a,P1,q5a,4,A,,approach.biological,outline,,topic_lowconf,Outline two assumptions of the biological approach in psycho,
9990-2024w-11-q5b,P1,q5b,,A,findings,approach.biological,explain,,marks_missing;topic_lowconf,Explain how one finding from the study by Hölzel et al. (min,
9990-2024w-11-q5a,P1,q5a,2,A,,,,,topic_empty,.  .........................................................,
9990-2024w-11-q7,P1,q7,4,A,,study.andrade,,,p1_type_empty,7 Gabriela has a job where she needs to listen to recorded t,
9990-2024w-11-q9b,P1,q9b,8,B,,study.dement_kleitman,explain,,p1_type_empty,Explain two differences between the study by Dement and Klei,
9990-2024w-12-q1a,P1,q1a,1,A,,study.saavedra_silverman,define,,p1_type_empty,Identify the specific phobia the boy was being treated for. ,
9990-2024w-12-q1b,P1,q1b,2,A,,study.saavedra_silverman,describe,,p1_type_empty,Describe the ‘Feelings Thermometer’ used in the study.  ....,
9990-2024w-12-q3a,P1,q3a,2,A,,study.piliavin,outline,,p1_type_empty,Outline what is meant by the term ‘bystander apathy’.  .....,
9990-2024w-12-q3b,P1,q3b,2,A,,study.piliavin;debate.individual_situational,explain,,p1_type_empty,Explain one reason why this study supports a situational exp,
9990-2024w-12-q4,P1,q4,5,A,,approach.biological,,,topic_lowconf,4 In the study by Hölzel et al. (mindfulness and brain scans,
9990-2024w-12-q5a,P1,q5a,4,A,,approach.social,outline,,topic_lowconf,Outline two assumptions of the social approach in psychology,
9990-2024w-12-q5b,P1,q5b,,A,findings,study.perry,explain,,marks_missing,Explain how one finding from the study by Perry et al. (pers,
9990-2024w-12-q5a,P1,q5a,2,A,,,,,topic_empty,.  .........................................................,
9990-2024w-12-q7,P1,q7,4,A,,study.pozzulo;debate.use_of_children,,,p1_type_empty,"7 Children can be eyewitnesses to a crime. However, children",
9990-2024w-13-q3a,P1,q3a,2,A,,study.saavedra_silverman,outline,,p1_type_empty,Outline how positive reinforcement was used in the treatment,
9990-2024w-13-q3b,P1,q3b,2,A,,study.saavedra_silverman;debate.nature_nurture,explain,,p1_type_empty,Explain one reason why this study supports the nurture side ,
9990-2024w-13-q4,P1,q4,5,A,,study.pozzulo,,,p1_type_empty,4 From the study by Pozzulo et al. (line-ups):  Describe the,
9990-2024w-13-q5a,P1,q5a,4,A,,,outline,,topic_empty,Outline two assumptions of the learning approach in psycholo,
9990-2024w-13-q5b,P1,q5b,,A,findings,study.bandura,explain,,marks_missing,Explain how one finding from the study by Bandura et al. (ag,
9990-2024w-13-q5a,P1,q5a,2,A,,,,,topic_empty,.  .........................................................,
9990-2024w-13-q6a,P1,q6a,4,A,,study.andrade,describe,,p1_type_empty,Describe the psychology being investigated in this study.  .,
9990-2024w-13-q7,P1,q7,4,A,,study.milgram,,,p1_type_empty,7 Your friend Ruru has read a story in a newspaper about a n,
9990-2024w-13-q8,P1,q8,4,A,evaluation,approach.biological,,,topic_lowconf,8 Betsy is talking about the study by Hölzel et al. (mindful,
9990-2024w-21-q1,P2,q1,2,A,,concept.data_analysis,,,topic_lowconf,"1 Explain what is meant by a ‘matched pairs design’, includi",
9990-2024w-21-q2,P2,q2,2,A,,method.experiment;concept.aims_hypotheses,,,topic_lowconf,2 A longitudinal experiment is testing the hypothesis ‘Eleph,
9990-2024w-21-q3a,P2,q3a,1,A,,concept.validity,define,,topic_lowconf,Define what is meant by the term ‘ecological validity’.  ...,
9990-2024w-21-q3b_i,P2,q3b_i,1,A,,concept.validity,outline,,topic_lowconf,Outline one problem with the ecological validity of the revi,
9990-2024w-21-q3b_ii,P2,q3b_ii,,A,,concept.validity,explain,,marks_missing;topic_lowconf,Explain one way in which the problem you identified in part,
9990-2024w-21-q3b_i,P2,q3b_i,1,A,,concept.validity,,,topic_lowconf,could be solved.  ..........................................,
9990-2024w-21-q4a,P2,q4a,2,A,,method.experiment;concept.data_analysis,describe,,topic_lowconf,Describe what is meant by an ‘experiment’.  ................,
9990-2024w-21-q4b,P2,q4b,1,A,,method.experiment;concept.variables,define,,topic_lowconf,State one independent variable from this study.  ...........,
9990-2024w-21-q4c,P2,q4c,4,A,,method.experiment;concept.evaluating,describe,,topic_lowconf,Describe two strengths of experiments as a research method. ,
9990-2024w-21-q5,P2,q5,6,A,,concept.reliability,,,topic_lowconf,5 Describe inter-rater reliability and inter-observer reliab,
9990-2024w-21-q6a_i,P2,q6a_i,1,A,,concept.data_analysis,suggest,Y,topic_lowconf;figure,Suggest one pleasant scene that Dr Eynon could use for one o,
9990-2024w-21-q6a_ii,P2,q6a_ii,2,A,,concept.controls,,Y,topic_lowconf;figure,Dr Eynon needs to control many features about the scenes to ,
9990-2024w-21-q6a_iii,P2,q6a_iii,,A,,concept.data_analysis,explain,Y,marks_missing;topic_lowconf;figure,Explain why one of the features you have suggested in part,
9990-2024w-21-q6a_ii,P2,q6a_ii,2,A,,concept.data_analysis,,Y,topic_lowconf;figure,would be important in  Dr Eynon’s study. Feature 1 or 2: ...,
9990-2024w-21-q6b,P2,q6b,,A,,concept.data_analysis,,Y,marks_missing;topic_lowconf;figure,Participants were shown the photographs in a random order . ,
9990-2024w-21-q6b_i,P2,q6b_i,3,A,,concept.data_analysis,,Y,topic_lowconf;figure,"Table 6.1 shows the total scores for the two types of scene,",
9990-2024w-21-q6b_ii,P2,q6b_ii,2,A,,concept.data_analysis,describe,Y,topic_lowconf;figure,Describe the conclusion that can be made from the data in Ta,
9990-2024w-21-q7a_i,P2,q7a_i,2,A,,concept.data_analysis,suggest,Y,topic_lowconf;figure,Suggest one way that Mr Grainger can measure the success of ,
9990-2024w-21-q7a_ii,P2,q7a_ii,,A,,concept.data_analysis,,Y,marks_missing;topic_lowconf;figure,For the measure of success you suggested in part,
9990-2024w-21-q7a_i,P2,q7a_i,2,A,,concept.types_of_data,,Y,topic_lowconf;figure,:    Identify the type of data produced by this measure of s,
9990-2024w-21-q7a_iii,P2,q7a_iii,,A,,concept.data_analysis,,Y,marks_missing;topic_lowconf;figure,For the measure of success you suggested in part,
9990-2024w-21-q7a_i,P2,q7a_i,2,A,,concept.types_of_data,,Y,topic_lowconf;figure,:    Explain one weakness of the type of data produced by th,
9990-2024w-21-q7b,P2,q7b,,A,,concept.variables,,Y,marks_missing;topic_lowconf;figure,On some days the training sessions are more successful than ,
9990-2024w-21-q7b_i,P2,q7b_i,2,A,,concept.variables,suggest,Y,topic_lowconf;figure,Suggest two situational variables that could have affected t,
9990-2024w-21-q7b_ii,P2,q7b_ii,,A,,concept.variables,,Y,marks_missing;topic_lowconf;figure,For one of the situational variables you suggested in part,
9990-2024w-21-q7b_i,P2,q7b_i,2,A,,concept.variables,,Y,topic_lowconf;figure,:    Explain why this situational variable may have caused d,
9990-2024w-21-q8a,P2,q8a,2,A,,,suggest,,topic_empty,Suggest two ways in which Chen’s study is similar to the stu,
9990-2024w-21-q8b,P2,q8b,2,A,,,suggest,,topic_empty,Suggest two ways in which Chen’s study is different from the,
9990-2024w-21-q8c,P2,q8c,2,A,,concept.sampling,explain,,topic_lowconf,Explain the sampling technique Chen is using.  .............,
9990-2024w-21-q9a,P2,q9a,10,B,,method.self_report;concept.sampling;concept.ethics,describe,,topic_lowconf,Describe how Tanya could conduct a study using a questionnai,
9990-2024w-21-q9b_i,P2,q9b_i,,B,,method.self_report;concept.evaluating,describe,,marks_missing;topic_lowconf,Describe one practical/methodological strength of the proced,
9990-2024w-21-q9a,P2,q9a,2,B,,method.self_report;concept.sampling;concept.ethics,,,topic_lowconf,.    Do not refer to sampling or ethics in your answer.  ...,
9990-2024w-21-q9a_ii,P2,q9a_ii,,B,,method.self_report;concept.evaluating,describe,,marks_missing;topic_lowconf,Describe one practical/methodological weakness of the proced,
9990-2024w-21-q9a,P2,q9a,2,B,,method.self_report;concept.sampling;concept.ethics,,,topic_lowconf,.    Do not refer to sampling or ethics in your answer.   ..,
9990-2024w-22-q1,P2,q1,2,A,,concept.variables,,,topic_lowconf,1 In the study by Milgram the variable of ‘obedience’ was me,
9990-2024w-22-q2a,P2,q2a,2,A,,method.correlation,explain,,topic_lowconf,Explain one similarity and one dif ference between a positiv,
9990-2024w-22-q2b,P2,q2b,2,A,,method.correlation,describe,,topic_lowconf,Describe one example of a correlation from the study by Hass,
9990-2024w-22-q3a,P2,q3a,2,A,,concept.ethics,explain,,topic_lowconf,Explain what is meant by ‘informed consent’.  ..............,
9990-2024w-22-q3b,P2,q3b,2,A,,concept.ethics,suggest,,topic_lowconf,Suggest how informed consent could have been obtained from t,
9990-2024w-22-q4a,P2,q4a,2,A,,method.experiment;concept.sampling;concept.data_analysis,outline,,topic_lowconf,Outline what is meant by a ‘repeated measures design’. Inclu,
9990-2024w-22-q4b_i,P2,q4b_i,2,A,,method.experiment;concept.sampling;concept.data_analysis,outline,,topic_lowconf,Outline what is meant by ‘counterbalancing’. Include an exam,
9990-2024w-22-q4b_ii,P2,q4b_ii,2,A,,method.experiment;concept.sampling;concept.evaluating,explain,,topic_lowconf,"Explain one strength of a repeated measures design, other th",
9990-2024w-22-q5,P2,q5,6,A,,method.self_report,,,topic_lowconf,5 Describe the techniques of ‘paper and pencil’  questionnai,
9990-2024w-22-q6a,P2,q6a,2,A,,method.experiment;concept.variables,define,,topic_lowconf,Identify the two independent variables (IVs) in Mohsin’s stu,
9990-2024w-22-q6b,P2,q6b,,A,,method.experiment;concept.variables,,,marks_missing;topic_lowconf,Mohsin will continue his experiment for two more weeks. This,
9990-2024w-22-q6b_i,P2,q6b_i,2,A,,method.experiment,define,,topic_lowconf,State the two other combinations that Mohsin should display ,
9990-2024w-22-q6b_ii,P2,q6b_ii,,A,,method.experiment,explain,,marks_missing;topic_lowconf,Explain why the two combinations that you stated in part,
9990-2024w-22-q6b_i,P2,q6b_i,2,A,,method.experiment,,,topic_lowconf,would be useful.  ..........................................,
9990-2024w-22-q6c,P2,q6c,1,A,,method.experiment,define,,topic_lowconf,Define the term ‘population’.  .............................,
9990-2024w-22-q6d,P2,q6d,2,A,,method.experiment,outline,,topic_lowconf,Outline the population being studied by Mohsin.  ...........,
9990-2024w-22-q7a_i,P2,q7a_i,1,A,,method.self_report,,,topic_lowconf,Write one closed question that Jenny could use to investigat,
9990-2024w-22-q7a_ii,P2,q7a_ii,1,A,,method.self_report,,,topic_lowconf,Write one open question that Jenny could use to investigate ,
9990-2024w-22-q7b,P2,q7b,3,A,,method.self_report,,,topic_lowconf,Jenny’s friends study different subjects at school.   Sugges,
9990-2024w-22-q7c,P2,q7c,2,A,,method.self_report;concept.validity,,,topic_lowconf,Jenny wants to conduct an overt observation of her friends d,
9990-2024w-22-q8a,P2,q8a,2,A,,concept.data_analysis,,Y,topic_lowconf;figure,Write axis headings for the x-axis and the y-axis on Fig. 8.,
9990-2024w-22-q8b,P2,q8b,2,A,,concept.data_analysis,,Y,topic_lowconf;figure,Parul’s friend says that she should have conducted the study,
9990-2024w-22-q8c,P2,q8c,,A,,concept.data_analysis,,Y,marks_missing;topic_lowconf;figure,Parul counted the number of colleagues smiling but now think,
9990-2024w-22-q8c_i,P2,q8c_i,2,A,,concept.data_analysis,suggest,Y,topic_lowconf;figure,Suggest one other way that Parul could have measured happine,
9990-2024w-22-q8c_ii,P2,q8c_ii,,A,,concept.data_analysis,,Y,marks_missing;topic_lowconf;figure,For the measure of happiness you suggested in part,
9990-2024w-22-q8c_i,P2,q8c_i,2,A,,concept.data_analysis,,Y,topic_lowconf;figure,:    Explain one advantage of this measure of happiness comp,
9990-2024w-22-q9a,P2,q9a,10,B,,method.observation;concept.sampling;concept.ethics,describe,,topic_lowconf,Describe how Lixin could conduct an observational study usin,
9990-2024w-22-q9b_i,P2,q9b_i,,B,,,explain,,topic_empty;marks_missing,Explain how one feature of the procedure you described in pa,
9990-2024w-22-q9a,P2,q9a,2,B,,concept.sampling,,,topic_lowconf,helps to make the  study valid.    Do not refer to sampling ,
9990-2024w-22-q9a_ii,P2,q9a_ii,,B,,,explain,,topic_empty;marks_missing,Explain how one feature of the procedure you described in pa,
9990-2024w-22-q9a,P2,q9a,2,B,,concept.sampling,,,topic_lowconf,could be a problem  for the validity of the study.    Do not,
9990-2024w-23-q1,P2,q1,1,A,,concept.sampling,,,topic_lowconf,1 Outline what is meant by the term ‘random sampling’.  ....,
9990-2024w-23-q2,P2,q2,2,A,,method.experiment;concept.variables,,,topic_lowconf,"2 In a laboratory experiment, the happiness of participants ",
9990-2024w-23-q3a,P2,q3a,1,A,,method.observation;concept.types_of_data;concept.data_analysis,define,,topic_lowconf,Define what is meant by ‘qualitative data’.  ...............,
9990-2024w-23-q3b,P2,q3b,2,A,,method.observation;concept.types_of_data;concept.data_analysis,define,,topic_lowconf,Define what is meant by ‘quantitative data’. Include an exam,
9990-2024w-23-q4a,P2,q4a,2,A,,concept.validity,,,topic_lowconf,"In the study by Piliavin et al. (subway Samaritans), stooges",
9990-2024w-23-q4b,P2,q4b,,A,,method.experiment,,,marks_missing;topic_lowconf,"In the study by Perry et al. (personal space) Experiment 1, ",
9990-2024w-23-q4b_i,P2,q4b_i,2,A,,concept.ethics,suggest,,topic_lowconf,Suggest one reason why measuring responses to imagined peopl,
9990-2024w-23-q4b_ii,P2,q4b_ii,2,A,,,suggest,,topic_empty,Suggest one reason why measuring responses to stooges is mor,
9990-2024w-23-q5,P2,q5,2,A,,concept.data_analysis,,,topic_lowconf,5 Pozzulo et al. (line-ups) calculated the mean number of co,
9990-2024w-23-q6,P2,q6,6,A,,method.experiment,,,topic_lowconf,"6 Describe laboratory experiments and field experiments, usi",
9990-2024w-23-q7a,P2,q7a,4,A,,method.self_report,suggest,,topic_lowconf,"Suggest two techniques, other than interviews, that Daiyu co",
9990-2024w-23-q7b,P2,q7b,4,A,,method.case_study,suggest,,topic_lowconf,Suggest two pieces of information about the child’s interact,
9990-2024w-23-q7c,P2,q7c,1,A,,method.case_study,outline,,topic_lowconf,Outline one practical reason why obtaining information from ,
9990-2024w-23-q8a,P2,q8a,2,A,,method.observation,explain,,topic_lowconf,Explain the type of observation that Hazel plans to use beca,
9990-2024w-23-q8b,P2,q8b,1,A,,,outline,,topic_empty,Outline how Hazel could operationalise one of the three beha,
9990-2024w-23-q8c,P2,q8c,,A,,,,,topic_empty;marks_missing,"Hazel had planned to be an overt observer, but a colleague h",
9990-2024w-23-q8c_i,P2,q8c_i,2,A,,concept.ethics,suggest,,topic_lowconf,Suggest one reason why it would be more ethical to be an ove,
9990-2024w-23-q8c_ii,P2,q8c_ii,2,A,,,suggest,,topic_empty,Suggest one reason why it would be more practical to be a co,
9990-2024w-23-q9a_i,P2,q9a_i,2,A,,method.self_report,suggest,,topic_lowconf,Suggest one way that Hudson could measure sleepiness. Do not,
9990-2024w-23-q9a_ii,P2,q9a_ii,,A,,concept.evaluating,explain,,marks_missing;topic_lowconf,Explain one strength of the measure of sleepiness you sugges,
9990-2024w-23-q9a_i,P2,q9a_i,2,A,,,,,topic_empty,.  .........................................................,
9990-2024w-23-q9a_iii,P2,q9a_iii,,A,,concept.evaluating,explain,,marks_missing;topic_lowconf,Explain one weakness of the measure of sleepiness you sugges,
9990-2024w-23-q9a_i,P2,q9a_i,2,A,,,,,topic_empty,.  .........................................................,
9990-2024w-23-q9b,P2,q9b,4,A,,method.correlation;concept.data_analysis,,Y,topic_lowconf;figure,"Sketch a scatter graph, using the axes below, to show what t",
9990-2024w-23-q10a,P2,q10a,10,B,,method.self_report;concept.sampling;concept.ethics,describe,,topic_lowconf,Describe how Zeta could conduct a study using an interview t,
9990-2024w-23-q10b_i,P2,q10b_i,,B,,,explain,,topic_empty;marks_missing,Explain how one part of the procedure you described in part,
9990-2024w-23-q10a,P2,q10a,2,B,,concept.sampling,,,topic_lowconf,helps to make the study  reliable.    Do not refer to sampli,
9990-2024w-23-q10a_ii,P2,q10a_ii,,B,,,explain,,topic_empty;marks_missing,Explain how one part of the procedure you described in part,
9990-2024w-23-q10a,P2,q10a,2,B,,concept.sampling,,,topic_lowconf,could be a problem for  reliability of the study.    Do not ,
9990-2025w-11-q1a,P1,q1a,1,A,,study.hassett,define,,p1_type_empty,Identify one other toy that was in the ‘wheeled’ category.  ,
9990-2025w-11-q1b,P1,q1b,2,A,,study.hassett,outline,,p1_type_empty,Outline what was meant by the behaviour ‘drag’ as used in th,
9990-2025w-11-q1c,P1,q1c,2,A,,study.hassett,outline,,p1_type_empty,Outline what is meant by the term ‘socialisation’.  ........,
9990-2025w-11-q2a,P1,q2a,2,A,,study.milgram,,,p1_type_empty,One conclusion from the study was that when a person’ s resp,
9990-2025w-11-q3a,P1,q3a,2,A,,study.fagen,,,p1_type_empty,The ‘capture technique’ was used in the training of the elep,
9990-2025w-11-q6a,P1,q6a,3,A,,study.pozzulo;debate.use_of_children,,,p1_type_empty,"In the background to their study, Pozzulo et al. (line-ups) ",
9990-2025w-11-q7,P1,q7,4,A,,study.piliavin;debate.individual_situational,,,p1_type_empty,7 The debate about individual and situational ex planations ,
9990-2025w-11-q8a,P1,q8a,4,A,,approach.biological,outline,,topic_lowconf,Outline the advice you would give to Pavel.  ...............,
9990-2025w-11-q8b,P1,q8b,,A,,approach.biological,explain,,marks_missing;topic_lowconf,Explain one reason for one piece of advice you outlined in p,
9990-2025w-11-q8a,P1,q8a,2,A,,approach.biological,,,topic_lowconf,.  .........................................................,
9990-2025w-11-q9a,P1,q9a,4,B,,study.dement_kleitman,,,p1_type_empty,From the study by Dement and Kleitman (sleep and dreams):   ,
9990-2025w-11-q9b,P1,q9b,8,B,,study.dement_kleitman,explain,,p1_type_empty,Explain two similarities between the study by Dement and Kle,
9990-2025w-12-q2a,P1,q2a,2,A,,study.bandura,,,p1_type_empty,One conclusion was that boys are more likely to imitate aggr,
9990-2025w-12-q3a,P1,q3a,2,A,,study.piliavin,define,,p1_type_empty,Identify two features of the models used in this study. 1  .,
9990-2025w-12-q5a,P1,q5a,2,A,,approach.biological,,,topic_lowconf,‘Acting with awareness’ was a factor measured by the ‘Five F,
9990-2025w-12-q5b,P1,q5b,2,A,evaluation,approach.biological,outline,,topic_lowconf,Outline one strength of the Five Facet Mindfulness Questionn,
9990-2025w-12-q6a,P1,q6a,3,A,,study.perry,,,p1_type_empty,"In the background to their study, Perry et al. outlined how ",
9990-2025w-12-q7,P1,q7,4,A,,study.dement_kleitman;debate.individual_situational,,,p1_type_empty,7 The debate about individual and situational explanations r,
9990-2025w-12-q8a,P1,q8a,4,A,,study.andrade,outline,,p1_type_empty,Outline the advice you would give to Carole.  ..............,
9990-2025w-12-q8b,P1,q8b,,A,,study.andrade,explain,,p1_type_empty;marks_missing,Explain one reason for one piece of advice you outlined in p,
9990-2025w-12-q8a,P1,q8a,2,A,,study.andrade,,,p1_type_empty,.  .........................................................,
9990-2025w-12-q9b,P1,q9b,8,B,,study.bandura,explain,,p1_type_empty,Explain one similarity and one dif ference between the study,
9990-2025w-13-q1c,P1,q1c,1,A,,study.andrade,define,,p1_type_empty,Identify how recall of incidental information was measured. ,
9990-2025w-13-q2a,P1,q2a,2,A,,study.piliavin,,,p1_type_empty,"One conclusion was that, in a natural setting, people do off",
9990-2025w-13-q4,P1,q4,4,A,,study.pozzulo,,,p1_type_empty,4 From the study by Pozzulo et al. (line-ups):  Describe how,
9990-2025w-13-q7,P1,q7,4,A,,study.bandura;debate.nature_nurture,,,p1_type_empty,7 The nature versus nurture debate relates to the study by B,
9990-2025w-13-q8a,P1,q8a,4,A,,study.fagen;debate.use_of_children,outline,,p1_type_empty,Outline the advice you would give to Pauline.  .............,
